OMRÅDE,KØN,ALDER,HERKOMST,TID,INDHOLD
All Denmark,Total,87 years,Immigrants from non-western countries,2019Q1,201
All Denmark,Total,88 years,Immigrants from non-western countries,2019Q1,193
All Denmark,Total,89 years,Immigrants from non-western countries,2019Q1,138
All Denmark,Total,9 years,Immigrants from non-western countries,2019Q1,2262
All Denmark,Total,90 years,Immigrants from non-western countries,2019Q1,109
All Denmark,Total,91 years,Immigrants from non-western countries,2019Q1,90
All Denmark,Total,92 years,Immigrants from non-western countries,2019Q1,65
All Denmark,Total,93 years,Immigrants from non-western countries,2019Q1,66
All Denmark,Total,94 years,Immigrants from non-western countries,2019Q1,45
All Denmark,Total,95 years,Immigrants from non-western countries,2019Q1,31
All Denmark,Total,96 years,Immigrants from non-western countries,2019Q1,18
All Denmark,Total,97 years,Immigrants from non-western countries,2019Q1,13
All Denmark,Total,98 years,Immigrants from non-western countries,2019Q1,20
All Denmark,Total,99 years,Immigrants from non-western countries,2019Q1,3
All Denmark,Total,"Age, total",Immigrants from non-western countries,2019Q1,351424
All Denmark,Total,0 years,Immigrants from non-western countries,2020Q1,111
All Denmark,Total,1 year,Immigrants from non-western countries,2020Q1,332
All Denmark,Total,10 years,Immigrants from non-western countries,2020Q1,2350
All Denmark,Total,100 years,Immigrants from non-western countries,2020Q1,3
All Denmark,Total,101 years,Immigrants from non-western countries,2020Q1,2
All Denmark,Total,104 years,Immigrants from non-western countries,2020Q1,3
All Denmark,Total,109 years,Immigrants from non-western countries,2020Q1,1
All Denmark,Total,11 years,Immigrants from non-western countries,2020Q1,2391
All Denmark,Total,12 years,Immigrants from non-western countries,2020Q1,2287
All Denmark,Total,13 years,Immigrants from non-western countries,2020Q1,2180
All Denmark,Total,14 years,Immigrants from non-western countries,2020Q1,2063
All Denmark,Total,15 years,Immigrants from non-western countries,2020Q1,1955
All Denmark,Total,16 years,Immigrants from non-western countries,2020Q1,1960
All Denmark,Total,17 years,Immigrants from non-western countries,2020Q1,1919
All Denmark,Total,18 years,Immigrants from non-western countries,2020Q1,1988
All Denmark,Total,19 years,Immigrants from non-western countries,2020Q1,2443
All Denmark,Total,2 years,Immigrants from non-western countries,2020Q1,560
All Denmark,Total,20 years,Immigrants from non-western countries,2020Q1,2925
All Denmark,Total,21 years,Immigrants from non-western countries,2020Q1,3655
All Denmark,Total,22 years,Immigrants from non-western countries,2020Q1,4161
All Denmark,Total,23 years,Immigrants from non-western countries,2020Q1,4653
All Denmark,Total,24 years,Immigrants from non-western countries,2020Q1,5191
All Denmark,Total,25 years,Immigrants from non-western countries,2020Q1,5987
All Denmark,Total,26 years,Immigrants from non-western countries,2020Q1,6285
All Denmark,Total,27 years,Immigrants from non-western countries,2020Q1,7211
All Denmark,Total,28 years,Immigrants from non-western countries,2020Q1,8002
All Denmark,Total,29 years,Immigrants from non-western countries,2020Q1,8755
All Denmark,Total,3 years,Immigrants from non-western countries,2020Q1,740
All Denmark,Total,30 years,Immigrants from non-western countries,2020Q1,8921
All Denmark,Total,31 years,Immigrants from non-western countries,2020Q1,9190
All Denmark,Total,32 years,Immigrants from non-western countries,2020Q1,9009
All Denmark,Total,33 years,Immigrants from non-western countries,2020Q1,9103
All Denmark,Total,34 years,Immigrants from non-western countries,2020Q1,9374
All Denmark,Total,35 years,Immigrants from non-western countries,2020Q1,9251
All Denmark,Total,36 years,Immigrants from non-western countries,2020Q1,8924
All Denmark,Total,37 years,Immigrants from non-western countries,2020Q1,8795
All Denmark,Total,38 years,Immigrants from non-western countries,2020Q1,8302
All Denmark,Total,39 years,Immigrants from non-western countries,2020Q1,8283
All Denmark,Total,4 years,Immigrants from non-western countries,2020Q1,1232
All Denmark,Total,40 years,Immigrants from non-western countries,2020Q1,7725
All Denmark,Total,41 years,Immigrants from non-western countries,2020Q1,7632
All Denmark,Total,42 years,Immigrants from non-western countries,2020Q1,7311
All Denmark,Total,43 years,Immigrants from non-western countries,2020Q1,7122
All Denmark,Total,44 years,Immigrants from non-western countries,2020Q1,7047
All Denmark,Total,45 years,Immigrants from non-western countries,2020Q1,7117
All Denmark,Total,46 years,Immigrants from non-western countries,2020Q1,6772
All Denmark,Total,47 years,Immigrants from non-western countries,2020Q1,6835
All Denmark,Total,48 years,Immigrants from non-western countries,2020Q1,6342
All Denmark,Total,49 years,Immigrants from non-western countries,2020Q1,7070
All Denmark,Total,5 years,Immigrants from non-western countries,2020Q1,1798
All Denmark,Total,50 years,Immigrants from non-western countries,2020Q1,6723
All Denmark,Total,51 years,Immigrants from non-western countries,2020Q1,6808
All Denmark,Total,52 years,Immigrants from non-western countries,2020Q1,6226
All Denmark,Total,53 years,Immigrants from non-western countries,2020Q1,6262
All Denmark,Total,54 years,Immigrants from non-western countries,2020Q1,6224
All Denmark,Total,55 years,Immigrants from non-western countries,2020Q1,6057
All Denmark,Total,56 years,Immigrants from non-western countries,2020Q1,5547
All Denmark,Total,57 years,Immigrants from non-western countries,2020Q1,5374
All Denmark,Total,58 years,Immigrants from non-western countries,2020Q1,4783
All Denmark,Total,59 years,Immigrants from non-western countries,2020Q1,4911
All Denmark,Total,6 years,Immigrants from non-western countries,2020Q1,1993
All Denmark,Total,60 years,Immigrants from non-western countries,2020Q1,4116
All Denmark,Total,61 years,Immigrants from non-western countries,2020Q1,3882
All Denmark,Total,62 years,Immigrants from non-western countries,2020Q1,3444
All Denmark,Total,63 years,Immigrants from non-western countries,2020Q1,3427
All Denmark,Total,64 years,Immigrants from non-western countries,2020Q1,3096
All Denmark,Total,65 years,Immigrants from non-western countries,2020Q1,2744
All Denmark,Total,66 years,Immigrants from non-western countries,2020Q1,2499
All Denmark,Total,67 years,Immigrants from non-western countries,2020Q1,2322
All Denmark,Total,68 years,Immigrants from non-western countries,2020Q1,1947
All Denmark,Total,69 years,Immigrants from non-western countries,2020Q1,1976
All Denmark,Total,7 years,Immigrants from non-western countries,2020Q1,2182
All Denmark,Total,70 years,Immigrants from non-western countries,2020Q1,1757
All Denmark,Total,71 years,Immigrants from non-western countries,2020Q1,1693
All Denmark,Total,72 years,Immigrants from non-western countries,2020Q1,1528
All Denmark,Total,73 years,Immigrants from non-western countries,2020Q1,1372
All Denmark,Total,74 years,Immigrants from non-western countries,2020Q1,1277
All Denmark,Total,75 years,Immigrants from non-western countries,2020Q1,1050
All Denmark,Total,76 years,Immigrants from non-western countries,2020Q1,984
All Denmark,Total,77 years,Immigrants from non-western countries,2020Q1,869
All Denmark,Total,78 years,Immigrants from non-western countries,2020Q1,758
All Denmark,Total,79 years,Immigrants from non-western countries,2020Q1,733
All Denmark,Total,8 years,Immigrants from non-western countries,2020Q1,2216
All Denmark,Total,80 years,Immigrants from non-western countries,2020Q1,630
All Denmark,Total,81 years,Immigrants from non-western countries,2020Q1,544
All Denmark,Total,82 years,Immigrants from non-western countries,2020Q1,463
All Denmark,Total,83 years,Immigrants from non-western countries,2020Q1,372
All Denmark,Total,84 years,Immigrants from non-western countries,2020Q1,356
All Denmark,Total,85 years,Immigrants from non-western countries,2020Q1,266
All Denmark,Total,86 years,Immigrants from non-western countries,2020Q1,245
All Denmark,Total,87 years,Immigrants from non-western countries,2020Q1,207
All Denmark,Total,88 years,Immigrants from non-western countries,2020Q1,178
All Denmark,Total,89 years,Immigrants from non-western countries,2020Q1,164
All Denmark,Total,9 years,Immigrants from non-western countries,2020Q1,2234
All Denmark,Total,90 years,Immigrants from non-western countries,2020Q1,120
All Denmark,Total,91 years,Immigrants from non-western countries,2020Q1,93
All Denmark,Total,92 years,Immigrants from non-western countries,2020Q1,76
All Denmark,Total,93 years,Immigrants from non-western countries,2020Q1,49
All Denmark,Total,94 years,Immigrants from non-western countries,2020Q1,50
All Denmark,Total,95 years,Immigrants from non-western countries,2020Q1,38
All Denmark,Total,96 years,Immigrants from non-western countries,2020Q1,25
All Denmark,Total,97 years,Immigrants from non-western countries,2020Q1,11
All Denmark,Total,98 years,Immigrants from non-western countries,2020Q1,11
All Denmark,Total,99 years,Immigrants from non-western countries,2020Q1,15
All Denmark,Total,"Age, total",Immigrants from non-western countries,2020Q1,356195
All Denmark,Total,0 years,Immigrants from non-western countries,2021Q1,72
All Denmark,Total,1 year,Immigrants from non-western countries,2021Q1,286
All Denmark,Total,10 years,Immigrants from non-western countries,2021Q1,2289
All Denmark,Total,100 years,Immigrants from non-western countries,2021Q1,13
All Denmark,Total,101 years,Immigrants from non-western countries,2021Q1,2
All Denmark,Total,105 years,Immigrants from non-western countries,2021Q1,3
All Denmark,Total,11 years,Immigrants from non-western countries,2021Q1,2423
All Denmark,Total,110 years,Immigrants from non-western countries,2021Q1,1
All Denmark,Total,12 years,Immigrants from non-western countries,2021Q1,2440
All Denmark,Total,13 years,Immigrants from non-western countries,2021Q1,2352
All Denmark,Total,14 years,Immigrants from non-western countries,2021Q1,2219
All Denmark,Total,15 years,Immigrants from non-western countries,2021Q1,2139
All Denmark,Total,16 years,Immigrants from non-western countries,2021Q1,2021
All Denmark,Total,17 years,Immigrants from non-western countries,2021Q1,1964
All Denmark,Total,18 years,Immigrants from non-western countries,2021Q1,1948
All Denmark,Total,19 years,Immigrants from non-western countries,2021Q1,2107
All Denmark,Total,2 years,Immigrants from non-western countries,2021Q1,435
All Denmark,Total,20 years,Immigrants from non-western countries,2021Q1,2525
All Denmark,Total,21 years,Immigrants from non-western countries,2021Q1,2956
All Denmark,Total,22 years,Immigrants from non-western countries,2021Q1,3783
All Denmark,Total,23 years,Immigrants from non-western countries,2021Q1,4337
All Denmark,Total,24 years,Immigrants from non-western countries,2021Q1,4774
All Denmark,Total,25 years,Immigrants from non-western countries,2021Q1,5383
All Denmark,Total,26 years,Immigrants from non-western countries,2021Q1,6069
All Denmark,Total,27 years,Immigrants from non-western countries,2021Q1,6343
All Denmark,Total,28 years,Immigrants from non-western countries,2021Q1,7216
All Denmark,Total,29 years,Immigrants from non-western countries,2021Q1,7899
All Denmark,Total,3 years,Immigrants from non-western countries,2021Q1,649
All Denmark,Total,30 years,Immigrants from non-western countries,2021Q1,8642
All Denmark,Total,31 years,Immigrants from non-western countries,2021Q1,8823
All Denmark,Total,32 years,Immigrants from non-western countries,2021Q1,9104
All Denmark,Total,33 years,Immigrants from non-western countries,2021Q1,9048
All Denmark,Total,34 years,Immigrants from non-western countries,2021Q1,9140
All Denmark,Total,35 years,Immigrants from non-western countries,2021Q1,9408
All Denmark,Total,36 years,Immigrants from non-western countries,2021Q1,9300
All Denmark,Total,37 years,Immigrants from non-western countries,2021Q1,9006
All Denmark,Total,38 years,Immigrants from non-western countries,2021Q1,8824
All Denmark,Total,39 years,Immigrants from non-western countries,2021Q1,8293
All Denmark,Total,4 years,Immigrants from non-western countries,2021Q1,799
All Denmark,Total,40 years,Immigrants from non-western countries,2021Q1,8324
All Denmark,Total,41 years,Immigrants from non-western countries,2021Q1,7737
All Denmark,Total,42 years,Immigrants from non-western countries,2021Q1,7689
All Denmark,Total,43 years,Immigrants from non-western countries,2021Q1,7344
All Denmark,Total,44 years,Immigrants from non-western countries,2021Q1,7174
All Denmark,Total,45 years,Immigrants from non-western countries,2021Q1,7089
All Denmark,Total,46 years,Immigrants from non-western countries,2021Q1,7140
All Denmark,Total,47 years,Immigrants from non-western countries,2021Q1,6803
All Denmark,Total,48 years,Immigrants from non-western countries,2021Q1,6869
All Denmark,Total,49 years,Immigrants from non-western countries,2021Q1,6381
All Denmark,Total,5 years,Immigrants from non-western countries,2021Q1,1305
All Denmark,Total,50 years,Immigrants from non-western countries,2021Q1,7076
All Denmark,Total,51 years,Immigrants from non-western countries,2021Q1,6724
All Denmark,Total,52 years,Immigrants from non-western countries,2021Q1,6792
All Denmark,Total,53 years,Immigrants from non-western countries,2021Q1,6228
All Denmark,Total,54 years,Immigrants from non-western countries,2021Q1,6259
All Denmark,Total,55 years,Immigrants from non-western countries,2021Q1,6196
All Denmark,Total,56 years,Immigrants from non-western countries,2021Q1,6042
All Denmark,Total,57 years,Immigrants from non-western countries,2021Q1,5534
All Denmark,Total,58 years,Immigrants from non-western countries,2021Q1,5349
All Denmark,Total,59 years,Immigrants from non-western countries,2021Q1,4773
All Denmark,Total,6 years,Immigrants from non-western countries,2021Q1,1857
All Denmark,Total,60 years,Immigrants from non-western countries,2021Q1,4881
All Denmark,Total,61 years,Immigrants from non-western countries,2021Q1,4115
All Denmark,Total,62 years,Immigrants from non-western countries,2021Q1,3843
All Denmark,Total,63 years,Immigrants from non-western countries,2021Q1,3416
All Denmark,Total,64 years,Immigrants from non-western countries,2021Q1,3381
All Denmark,Total,65 years,Immigrants from non-western countries,2021Q1,3074
All Denmark,Total,66 years,Immigrants from non-western countries,2021Q1,2722
All Denmark,Total,67 years,Immigrants from non-western countries,2021Q1,2464
All Denmark,Total,68 years,Immigrants from non-western countries,2021Q1,2294
All Denmark,Total,69 years,Immigrants from non-western countries,2021Q1,1910
All Denmark,Total,7 years,Immigrants from non-western countries,2021Q1,2052
All Denmark,Total,70 years,Immigrants from non-western countries,2021Q1,1948
All Denmark,Total,71 years,Immigrants from non-western countries,2021Q1,1726
All Denmark,Total,72 years,Immigrants from non-western countries,2021Q1,1649
All Denmark,Total,73 years,Immigrants from non-western countries,2021Q1,1491
All Denmark,Total,74 years,Immigrants from non-western countries,2021Q1,1331
All Denmark,Total,75 years,Immigrants from non-western countries,2021Q1,1226
All Denmark,Total,76 years,Immigrants from non-western countries,2021Q1,1002
All Denmark,Total,77 years,Immigrants from non-western countries,2021Q1,940
All Denmark,Total,78 years,Immigrants from non-western countries,2021Q1,835
All Denmark,Total,79 years,Immigrants from non-western countries,2021Q1,729
All Denmark,Total,8 years,Immigrants from non-western countries,2021Q1,2231
All Denmark,Total,80 years,Immigrants from non-western countries,2021Q1,700
All Denmark,Total,81 years,Immigrants from non-western countries,2021Q1,582
All Denmark,Total,82 years,Immigrants from non-western countries,2021Q1,508
All Denmark,Total,83 years,Immigrants from non-western countries,2021Q1,427
All Denmark,Total,84 years,Immigrants from non-western countries,2021Q1,344
All Denmark,Total,85 years,Immigrants from non-western countries,2021Q1,325
All Denmark,Total,86 years,Immigrants from non-western countries,2021Q1,240
All Denmark,Total,87 years,Immigrants from non-western countries,2021Q1,215
All Denmark,Total,88 years,Immigrants from non-western countries,2021Q1,183
All Denmark,Total,89 years,Immigrants from non-western countries,2021Q1,155
All Denmark,Total,9 years,Immigrants from non-western countries,2021Q1,2292
All Denmark,Total,90 years,Immigrants from non-western countries,2021Q1,140
All Denmark,Total,91 years,Immigrants from non-western countries,2021Q1,99
All Denmark,Total,92 years,Immigrants from non-western countries,2021Q1,72
All Denmark,Total,93 years,Immigrants from non-western countries,2021Q1,59
All Denmark,Total,94 years,Immigrants from non-western countries,2021Q1,34
All Denmark,Total,95 years,Immigrants from non-western countries,2021Q1,45
All Denmark,Total,96 years,Immigrants from non-western countries,2021Q1,30
All Denmark,Total,97 years,Immigrants from non-western countries,2021Q1,18
All Denmark,Total,98 years,Immigrants from non-western countries,2021Q1,8
All Denmark,Total,99 years,Immigrants from non-western countries,2021Q1,10
All Denmark,Total,"Age, total",Immigrants from non-western countries,2021Q1,357466
All Denmark,Total,0 years,Immigrants from non-western countries,2022Q1,74
All Denmark,Total,1 year,Immigrants from non-western countries,2022Q1,311
All Denmark,Total,10 years,Immigrants from non-western countries,2022Q1,2354
All Denmark,Total,100 years,Immigrants from non-western countries,2022Q1,8
All Denmark,Total,101 years,Immigrants from non-western countries,2022Q1,9
All Denmark,Total,102 years,Immigrants from non-western countries,2022Q1,1
All Denmark,Total,106 years,Immigrants from non-western countries,2022Q1,1
All Denmark,Total,11 years,Immigrants from non-western countries,2022Q1,2333
All Denmark,Total,111 years,Immigrants from non-western countries,2022Q1,1
All Denmark,Total,12 years,Immigrants from non-western countries,2022Q1,2471
All Denmark,Total,13 years,Immigrants from non-western countries,2022Q1,2490
All Denmark,Total,14 years,Immigrants from non-western countries,2022Q1,2379
All Denmark,Total,15 years,Immigrants from non-western countries,2022Q1,2281
All Denmark,Total,16 years,Immigrants from non-western countries,2022Q1,2229
All Denmark,Total,17 years,Immigrants from non-western countries,2022Q1,2110
All Denmark,Total,18 years,Immigrants from non-western countries,2022Q1,2077
All Denmark,Total,19 years,Immigrants from non-western countries,2022Q1,2130
All Denmark,Total,2 years,Immigrants from non-western countries,2022Q1,498
All Denmark,Total,20 years,Immigrants from non-western countries,2022Q1,2396
All Denmark,Total,21 years,Immigrants from non-western countries,2022Q1,2926
All Denmark,Total,22 years,Immigrants from non-western countries,2022Q1,3531
All Denmark,Total,23 years,Immigrants from non-western countries,2022Q1,4376
All Denmark,Total,24 years,Immigrants from non-western countries,2022Q1,4801
All Denmark,Total,25 years,Immigrants from non-western countries,2022Q1,5253
All Denmark,Total,26 years,Immigrants from non-western countries,2022Q1,5870
All Denmark,Total,27 years,Immigrants from non-western countries,2022Q1,6505
All Denmark,Total,28 years,Immigrants from non-western countries,2022Q1,6666
All Denmark,Total,29 years,Immigrants from non-western countries,2022Q1,7521
All Denmark,Total,3 years,Immigrants from non-western countries,2022Q1,573
All Denmark,Total,30 years,Immigrants from non-western countries,2022Q1,8133
All Denmark,Total,31 years,Immigrants from non-western countries,2022Q1,8830
All Denmark,Total,32 years,Immigrants from non-western countries,2022Q1,8951
All Denmark,Total,33 years,Immigrants from non-western countries,2022Q1,9293
All Denmark,Total,34 years,Immigrants from non-western countries,2022Q1,9246
All Denmark,Total,35 years,Immigrants from non-western countries,2022Q1,9384
All Denmark,Total,36 years,Immigrants from non-western countries,2022Q1,9559
All Denmark,Total,37 years,Immigrants from non-western countries,2022Q1,9495
All Denmark,Total,38 years,Immigrants from non-western countries,2022Q1,9139
All Denmark,Total,39 years,Immigrants from non-western countries,2022Q1,8948
All Denmark,Total,4 years,Immigrants from non-western countries,2022Q1,775
All Denmark,Total,40 years,Immigrants from non-western countries,2022Q1,8402
All Denmark,Total,41 years,Immigrants from non-western countries,2022Q1,8416
All Denmark,Total,42 years,Immigrants from non-western countries,2022Q1,7796
All Denmark,Total,43 years,Immigrants from non-western countries,2022Q1,7775
All Denmark,Total,44 years,Immigrants from non-western countries,2022Q1,7401
All Denmark,Total,45 years,Immigrants from non-western countries,2022Q1,7240
All Denmark,Total,46 years,Immigrants from non-western countries,2022Q1,7145
All Denmark,Total,47 years,Immigrants from non-western countries,2022Q1,7186
All Denmark,Total,48 years,Immigrants from non-western countries,2022Q1,6857
All Denmark,Total,49 years,Immigrants from non-western countries,2022Q1,6923
All Denmark,Total,5 years,Immigrants from non-western countries,2022Q1,883
All Denmark,Total,50 years,Immigrants from non-western countries,2022Q1,6411
All Denmark,Total,51 years,Immigrants from non-western countries,2022Q1,7084
All Denmark,Total,52 years,Immigrants from non-western countries,2022Q1,6746
All Denmark,Total,53 years,Immigrants from non-western countries,2022Q1,6789
All Denmark,Total,54 years,Immigrants from non-western countries,2022Q1,6233
All Denmark,Total,55 years,Immigrants from non-western countries,2022Q1,6237
All Denmark,Total,56 years,Immigrants from non-western countries,2022Q1,6186
All Denmark,Total,57 years,Immigrants from non-western countries,2022Q1,6028
All Denmark,Total,58 years,Immigrants from non-western countries,2022Q1,5523
All Denmark,Total,59 years,Immigrants from non-western countries,2022Q1,5326
All Denmark,Total,6 years,Immigrants from non-western countries,2022Q1,1378
All Denmark,Total,60 years,Immigrants from non-western countries,2022Q1,4736
All Denmark,Total,61 years,Immigrants from non-western countries,2022Q1,4851
All Denmark,Total,62 years,Immigrants from non-western countries,2022Q1,4094
All Denmark,Total,63 years,Immigrants from non-western countries,2022Q1,3821
All Denmark,Total,64 years,Immigrants from non-western countries,2022Q1,3390
All Denmark,Total,65 years,Immigrants from non-western countries,2022Q1,3335
All Denmark,Total,66 years,Immigrants from non-western countries,2022Q1,3041
All Denmark,Total,67 years,Immigrants from non-western countries,2022Q1,2683
All Denmark,Total,68 years,Immigrants from non-western countries,2022Q1,2432
All Denmark,Total,69 years,Immigrants from non-western countries,2022Q1,2260
All Denmark,Total,7 years,Immigrants from non-western countries,2022Q1,1934
All Denmark,Total,70 years,Immigrants from non-western countries,2022Q1,1874
All Denmark,Total,71 years,Immigrants from non-western countries,2022Q1,1925
All Denmark,Total,72 years,Immigrants from non-western countries,2022Q1,1690
All Denmark,Total,73 years,Immigrants from non-western countries,2022Q1,1603
All Denmark,Total,74 years,Immigrants from non-western countries,2022Q1,1440
All Denmark,Total,75 years,Immigrants from non-western countries,2022Q1,1292
All Denmark,Total,76 years,Immigrants from non-western countries,2022Q1,1184
All Denmark,Total,77 years,Immigrants from non-western countries,2022Q1,968
All Denmark,Total,78 years,Immigrants from non-western countries,2022Q1,893
All Denmark,Total,79 years,Immigrants from non-western countries,2022Q1,800
All Denmark,Total,8 years,Immigrants from non-western countries,2022Q1,2132
All Denmark,Total,80 years,Immigrants from non-western countries,2022Q1,690
All Denmark,Total,81 years,Immigrants from non-western countries,2022Q1,650
All Denmark,Total,82 years,Immigrants from non-western countries,2022Q1,543
All Denmark,Total,83 years,Immigrants from non-western countries,2022Q1,478
All Denmark,Total,84 years,Immigrants from non-western countries,2022Q1,396
All Denmark,Total,85 years,Immigrants from non-western countries,2022Q1,308
All Denmark,Total,86 years,Immigrants from non-western countries,2022Q1,303
All Denmark,Total,87 years,Immigrants from non-western countries,2022Q1,208
All Denmark,Total,88 years,Immigrants from non-western countries,2022Q1,196
All Denmark,Total,89 years,Immigrants from non-western countries,2022Q1,155
All Denmark,Total,9 years,Immigrants from non-western countries,2022Q1,2281
All Denmark,Total,90 years,Immigrants from non-western countries,2022Q1,130
All Denmark,Total,91 years,Immigrants from non-western countries,2022Q1,121
All Denmark,Total,92 years,Immigrants from non-western countries,2022Q1,83
All Denmark,Total,93 years,Immigrants from non-western countries,2022Q1,54
All Denmark,Total,94 years,Immigrants from non-western countries,2022Q1,47
All Denmark,Total,95 years,Immigrants from non-western countries,2022Q1,28
All Denmark,Total,96 years,Immigrants from non-western countries,2022Q1,31
All Denmark,Total,97 years,Immigrants from non-western countries,2022Q1,18
All Denmark,Total,98 years,Immigrants from non-western countries,2022Q1,14
All Denmark,Total,99 years,Immigrants from non-western countries,2022Q1,6
All Denmark,Total,"Age, total",Immigrants from non-western countries,2022Q1,365011
All Denmark,Total,0 years,Immigrants from non-western countries,2023Q1,183
All Denmark,Total,1 year,Immigrants from non-western countries,2023Q1,694
All Denmark,Total,10 years,Immigrants from non-western countries,2023Q1,3021
All Denmark,Total,100 years,Immigrants from non-western countries,2023Q1,5
All Denmark,Total,101 years,Immigrants from non-western countries,2023Q1,6
All Denmark,Total,102 years,Immigrants from non-western countries,2023Q1,5
All Denmark,Total,103 years,Immigrants from non-western countries,2023Q1,1
All Denmark,Total,107 years,Immigrants from non-western countries,2023Q1,1
All Denmark,Total,11 years,Immigrants from non-western countries,2023Q1,3078
All Denmark,Total,112 years,Immigrants from non-western countries,2023Q1,1
All Denmark,Total,12 years,Immigrants from non-western countries,2023Q1,2995
All Denmark,Total,13 years,Immigrants from non-western countries,2023Q1,3167
All Denmark,Total,14 years,Immigrants from non-western countries,2023Q1,3118
All Denmark,Total,15 years,Immigrants from non-western countries,2023Q1,3023
All Denmark,Total,16 years,Immigrants from non-western countries,2023Q1,2917
All Denmark,Total,17 years,Immigrants from non-western countries,2023Q1,2831
All Denmark,Total,18 years,Immigrants from non-western countries,2023Q1,2792
All Denmark,Total,19 years,Immigrants from non-western countries,2023Q1,2573
All Denmark,Total,2 years,Immigrants from non-western countries,2023Q1,1004
All Denmark,Total,20 years,Immigrants from non-western countries,2023Q1,2767
All Denmark,Total,21 years,Immigrants from non-western countries,2023Q1,3174
All Denmark,Total,22 years,Immigrants from non-western countries,2023Q1,3857
All Denmark,Total,23 years,Immigrants from non-western countries,2023Q1,4410
All Denmark,Total,24 years,Immigrants from non-western countries,2023Q1,5172
All Denmark,Total,25 years,Immigrants from non-western countries,2023Q1,5732
All Denmark,Total,26 years,Immigrants from non-western countries,2023Q1,6246
All Denmark,Total,27 years,Immigrants from non-western countries,2023Q1,6863
All Denmark,Total,28 years,Immigrants from non-western countries,2023Q1,7474
All Denmark,Total,29 years,Immigrants from non-western countries,2023Q1,7549
All Denmark,Total,3 years,Immigrants from non-western countries,2023Q1,1184
All Denmark,Total,30 years,Immigrants from non-western countries,2023Q1,8461
All Denmark,Total,31 years,Immigrants from non-western countries,2023Q1,9078
All Denmark,Total,32 years,Immigrants from non-western countries,2023Q1,9734
All Denmark,Total,33 years,Immigrants from non-western countries,2023Q1,9990
All Denmark,Total,34 years,Immigrants from non-western countries,2023Q1,10287
All Denmark,Total,35 years,Immigrants from non-western countries,2023Q1,10170
All Denmark,Total,36 years,Immigrants from non-western countries,2023Q1,10328
All Denmark,Total,37 years,Immigrants from non-western countries,2023Q1,10435
All Denmark,Total,38 years,Immigrants from non-western countries,2023Q1,10343
All Denmark,Total,39 years,Immigrants from non-western countries,2023Q1,9983
All Denmark,Total,4 years,Immigrants from non-western countries,2023Q1,1281
All Denmark,Total,40 years,Immigrants from non-western countries,2023Q1,9683
All Denmark,Total,41 years,Immigrants from non-western countries,2023Q1,9124
All Denmark,Total,42 years,Immigrants from non-western countries,2023Q1,9119
All Denmark,Total,43 years,Immigrants from non-western countries,2023Q1,8374
All Denmark,Total,44 years,Immigrants from non-western countries,2023Q1,8249
All Denmark,Total,45 years,Immigrants from non-western countries,2023Q1,7866
All Denmark,Total,46 years,Immigrants from non-western countries,2023Q1,7646
All Denmark,Total,47 years,Immigrants from non-western countries,2023Q1,7504
All Denmark,Total,48 years,Immigrants from non-western countries,2023Q1,7552
All Denmark,Total,49 years,Immigrants from non-western countries,2023Q1,7172
All Denmark,Total,5 years,Immigrants from non-western countries,2023Q1,1477
All Denmark,Total,50 years,Immigrants from non-western countries,2023Q1,7193
All Denmark,Total,51 years,Immigrants from non-western countries,2023Q1,6630
All Denmark,Total,52 years,Immigrants from non-western countries,2023Q1,7339
All Denmark,Total,53 years,Immigrants from non-western countries,2023Q1,6918
All Denmark,Total,54 years,Immigrants from non-western countries,2023Q1,6987
All Denmark,Total,55 years,Immigrants from non-western countries,2023Q1,6459
All Denmark,Total,56 years,Immigrants from non-western countries,2023Q1,6406
All Denmark,Total,57 years,Immigrants from non-western countries,2023Q1,6341
All Denmark,Total,58 years,Immigrants from non-western countries,2023Q1,6224
All Denmark,Total,59 years,Immigrants from non-western countries,2023Q1,5732
All Denmark,Total,6 years,Immigrants from non-western countries,2023Q1,1630
All Denmark,Total,60 years,Immigrants from non-western countries,2023Q1,5569
All Denmark,Total,61 years,Immigrants from non-western countries,2023Q1,4976
All Denmark,Total,62 years,Immigrants from non-western countries,2023Q1,5063
All Denmark,Total,63 years,Immigrants from non-western countries,2023Q1,4310
All Denmark,Total,64 years,Immigrants from non-western countries,2023Q1,4023
All Denmark,Total,65 years,Immigrants from non-western countries,2023Q1,3577
All Denmark,Total,66 years,Immigrants from non-western countries,2023Q1,3521
All Denmark,Total,67 years,Immigrants from non-western countries,2023Q1,3202
All Denmark,Total,68 years,Immigrants from non-western countries,2023Q1,2827
All Denmark,Total,69 years,Immigrants from non-western countries,2023Q1,2523
All Denmark,Total,7 years,Immigrants from non-western countries,2023Q1,2135
All Denmark,Total,70 years,Immigrants from non-western countries,2023Q1,2354
All Denmark,Total,71 years,Immigrants from non-western countries,2023Q1,1968
All Denmark,Total,72 years,Immigrants from non-western countries,2023Q1,1987
All Denmark,Total,73 years,Immigrants from non-western countries,2023Q1,1771
All Denmark,Total,74 years,Immigrants from non-western countries,2023Q1,1662
All Denmark,Total,75 years,Immigrants from non-western countries,2023Q1,1458
All Denmark,Total,76 years,Immigrants from non-western countries,2023Q1,1319
All Denmark,Total,77 years,Immigrants from non-western countries,2023Q1,1194
All Denmark,Total,78 years,Immigrants from non-western countries,2023Q1,959
